Materials Name,Molecule Name,Can Pass SievingPore Size,Structure Type,Material Category,Sieving Mechanism,Molecular Size,Mechanism,File Name,Test Conditions,Threshold Pressure,Additional Info,,,,,,,,,
H-mag,phenol,Yes,Not Reported,interlayer spaces only,Other,Not Reported,Not Reported,adsorption in interlayer spaces,10.1021-acsami.4c08841.json,"aqueous solution, room temperature",Not Applicable,Phenol adsorption occurs preferentially in the interlayer spaces of H-mag.,,,,,,,,
H-mag,acetonitrile,Yes,Not Reported,interlayer spaces only,Other,Not Reported,Not Reported,gradual adsorption into interlayer spaces,10.1021-acsami.4c08841.json,"vapor phase and liquid phase, room temperature",Not Applicable,Acetonitrile adsorption causes gradual basal spacing increase but no abrupt uptake like in H-SiO2.,,,,,,,,
HKUST-1-on-ZIF-8,xylene,Yes,"9.0 Å (HKUST-1), 3.4 Å (ZIF-8)",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,6.8 Å,molecular-sieving,10.1016_j.nantod.2022.101726.json,Not Reported,Not Applicable,A large number of xylene molecules were adsorbed on the HKUST-1 due to specific interactions between xylene and Cu2+ of the MOFs.,,,,,,,,
HKUST-1-on-ZIF-8,methanol,No,"9.0 Å (HKUST-1), 3.4 Å (ZIF-8)",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,3.8 Å,molecular-sieving,10.1016_j.nantod.2022.101726.json,Not Reported,Not Applicable,Small amount of methanol molecules diffused into both the HKUST-1 and the ZIF-8 layer.,,,,,,,,
HKUST-1-alginate composite,carbon dioxide,Not Reported,Not Reported,3D cages,MOF composite,Not Reported,0.33 nm,Not Reported,10.1021-acsami.6b04505_1747625059921922_zhu2016.json,Not Reported,Not Applicable,The composite showed low surface area due to interpenetration of alginate chains into MOF pores.,,,,,,,,
HKUST-1@ZrO2,ethanol,Conditional (see Additional Info),Not Reported,Not Reported,MOF composite,Size exclusion at sub-nanometer scale,0.44 nm,Size exclusion at sub-nanometer scale,10.1007-s12274-023-5505-5.json,"298 K, 1 bar",Not Applicable,Detection limit for ethanol is 7.69 ppm; Specific sensing enhanced by hydrogen bonding interactions between -OH groups on ZrO2 surface and ethanol molecules.,,,,,,,,
HKUST-1@TiO2,ethanol,Yes,Not Reported,Not Reported,MOF composite,Size exclusion at sub-nanometer scale,0.44 nm,Size exclusion at sub-nanometer scale,10.1007-s12274-023-5505-5.json,"298 K, 1 bar",Not Applicable,Selective adsorption of ethanol due to hydrogen bonding interactions with -OH groups on the surface of TiO2 nanoparticles.,,,,,,,,
HKUST-1@SnO2,ethanol,No,Not Reported,Not Reported,MOF composite,Size exclusion at sub-nanometer scale,0.44 nm,Size exclusion at sub-nanometer scale,10.1007-s12274-023-5505-5.json,"298 K, 1 bar",Not Applicable,Detection limit for ethanol is 16.67 ppm; Weaker response compared to TiO2 and ZrO2 composites.,,,,,,,,
HKUST-1@MMS hybrid,nitromethane,Yes,"0.6 nm, 0.8 nm, 0.9 nm (micropores), 17.6 nm (mesopores)",Hierarchical micro-/mesoporous structure,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1016-j.micromeso.2020.110136_1747626031744603_isaeva2020.json,"20 °C, propan-2-ol solvent",Not Applicable,Nitromethane participated in the Henry reaction over the HKUST-1@MMS hybrid.,,,,,,,,
HKUST-1@MMS hybrid,4-nitrobenzaldehyde,Yes,"0.6 nm, 0.8 nm, 0.9 nm (micropores), 17.6 nm (mesopores)",Hierarchical micro-/mesoporous structure,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1016-j.micromeso.2020.110136_1747626031744603_isaeva2020.json,"20 °C, propan-2-ol solvent",Not Applicable,4-Nitrobenzaldehyde participated in the Henry reaction over the HKUST-1@MMS hybrid.,,,,,,,,
HKUST-1/TiO2NM,tyrosine,Yes,"1.3 nm (micropores), 3.7 nm (mesopores)",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,0.59 nm,Size exclusion at sub-nanometer scale,10.1021-acsami.2c05296.json,"pH 7.0, 25 °C",Not Applicable,Adsorption driven by π−π interaction and microporous structure of HKUST-1.,,,,,,,,
HKUST-1/TiO2NM,hemoglobin,No,"1.3 nm (micropores), 3.7 nm (mesopores)",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion at sub-nanometer scale,10.1021-acsami.2c05296.json,"pH 7.0, 25 °C",Not Applicable,Hemoglobin adsorbs on the external surface of HKUST-1 due to affinity interactions with Cu(II) nodes.,,,,,,,,
HKUST-1/TiO2NM,β-casein,No,"1.3 nm (micropores), 3.7 nm (mesopores)",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion at sub-nanometer scale,10.1021-acsami.2c05296.json,"pH 7.0, 25 °C",Not Applicable,β-casein adsorbs on the TiO2 surface via bidentate bindings with phosphate groups.,,,,,,,,
HKUST-1/GO,carbon dioxide,Yes,Not Reported,Not Reported,MOF composite,Not Reported,Not Reported,Physical adsorption,10.1007-s10934-021-01125-w_1747625728400827_qu2021.json,305 K,Not Applicable,Adsorption capacity for CO2 is 2.5 mmol/g.,,,,,,,,
HKUST-1/GO,toluene,Yes,Not Reported,Not Reported,MOF composite,Not Reported,Not Reported,Physical adsorption,10.1007-s10934-021-01125-w_1747625728400827_qu2021.json,298 K,Not Applicable,Adsorption capacity for toluene is 9.1 mmol/g.,,,,,,,,
HKUST-1/GO,ammonia,Yes,Not Reported,Not Reported,MOF composite,Not Reported,Not Reported,Reactive adsorption,10.1007-s10934-021-01125-w_1747625728400827_qu2021.json,301 K,Not Applicable,Adsorption capacity for ammonia is 13.2 mmol/g.,,,,,,,,
HKUST-1,lithium bis(trifluoromethanesulfonyl)imide,No,6.9 Å (pore aperture),3D multimodal channels,MOFs,Size-selective exclusion of TFSI�?anions due to small pore aperture and non-uniform distribution of Cu2+ sites.,7.9 Å (TFSI�?anion),Size exclusion at sub-nanometer scale,10.1002-adma.202211841.json,"30 °C, 1 m LiTFSI in DME",Not Applicable,"Small pore aperture of HKUST-1 selectively excludes TFSI�?anions, leading to enhanced Li+ transference number.",,,,,,,,
HKUST-1,"1,2-dimethoxyethane",Yes,6.9 Å (pore aperture),3D multimodal channels,MOFs,Size-selective exclusion of TFSI�?anions due to small pore aperture and non-uniform distribution of Cu2+ sites.,<5.0 Å,Vehicle-type mechanism,10.1002-adma.202211841.json,"30 °C, 1 m LiTFSI in DME",Not Applicable,DME facilitates Li+ ion mobility via vehicle-type conduction mechanism.,,,,,,,,
HKUST-1,water,Yes,Not Reported,3D cages,MOFs,Size-dependent guest inclusion and host-guest interactions,0.276 nm,Host-guest interaction via coordination to copper-paddlewheel and hydrogen bonding,10.1002-admi.202000408_1747626585477105_babal2020.json,"Room temperature, relative humidity 30% and 70%",Not Applicable,Dielectric constant increased significantly with water sorption.,,,,,,,,
HKUST-1,iodine,Yes,Not Reported,3D cages,MOFs,Size-dependent guest inclusion and host-guest interactions,Not Reported,Preferential adsorption near copper paddlewheel and BTC linker,10.1002-admi.202000408_1747626585477105_babal2020.json,"Room temperature, encapsulated via vapor diffusion",Not Applicable,Iodine forms a hydrophobic barrier that hinders water uptake.,,,,,,,,
HKUST-1,methanol,Yes,Not Reported,3D cages,MOFs,Size-dependent guest inclusion and host-guest interactions,0.38 nm,Weak hydrogen bonding with framework and adjacent molecules,10.1002-admi.202000408_1747626585477105_babal2020.json,"Room temperature, encapsulated via vapor flow",Not Applicable,Methanol increases dielectric constant moderately compared to water.,,,,,,,,
HKUST-1,ethanol,Yes,Not Reported,3D cages,MOFs,Size-dependent guest inclusion and host-guest interactions,0.44 nm,Stronger hydrophobic interaction with BTC linker compared to methanol,10.1002-admi.202000408_1747626585477105_babal2020.json,"Room temperature, encapsulated via vapor flow",Not Applicable,Ethanol exhibits slower expulsion rate due to clustering in pores.,,,,,,,,
HKUST-1,water,Yes,Not Reported,Not Reported,MOFs,Not Reported,Not Reported,Size exclusion,10.1002-advs.202104374.json,Variable humidity levels,Not Applicable,HKUST-1 films showed sensitive detection toward variable humidity concentrations.,,,,,,,,
HKUST-1,carbon dioxide,Yes,Not Reported,Not Reported,MOFs,Strong electrostatic interactions with open metal sites,3.3 Å,Strong electrostatic interactions with open Cu2+ sites,10.1002-asia.201400031_1747624984303675_li2014.json,"298 K, 1 bar",Not Applicable,High CO2/N2 selectivity of 101 and CO2/CH4 selectivity of 7.4,,,,,,,,
HKUST-1,nitrogen,No,Not Reported,Not Reported,MOFs,Strong electrostatic interactions with open metal sites,3.64 Å,Size exclusion due to smaller pore size compared to nitrogen,10.1002-asia.201400031_1747624984303675_li2014.json,"298 K, 1 bar",Not Applicable,Low uptake of nitrogen due to weaker interactions,,,,,,,,
HKUST-1,methane,No,Not Reported,Not Reported,MOFs,Strong electrostatic interactions with open metal sites,3.8 Å,Size exclusion due to smaller pore size compared to methane,10.1002-asia.201400031_1747624984303675_li2014.json,"298 K, 1 bar",Not Applicable,Lower uptake of methane compared to CO2,,,,,,,,
HKUST-1,lithium,Yes,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Ion flux: 1.97 mol h^-1 m^-2,,,,,,,,
HKUST-1,sodium,Yes,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Ion current at 1 V: 16 μA,,,,,,,,
HKUST-1,potassium,Yes,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Ion current at 1 V: 14.3 μA,,,,,,,,
HKUST-1,barium,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,"Ion current at 1 V: 1.21 μA, Ion flux: 0.15 mol h^-1 m^-2",,,,,,,,
HKUST-1,nickel,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Not Reported,,,,,,,,
HKUST-1,copper,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Not Reported,,,,,,,,
HKUST-1,cadmium,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Not Reported,,,,,,,,
HKUST-1,lead,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,Ion current at 1 V: 2.5 μA,,,,,,,,
HKUST-1,aluminum,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,"Ion current at 1 V: 17.2 nA, Ion flux: 0.04 mol h^-1 m^-2",,,,,,,,
HKUST-1,chromium,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,"Ion current at 1 V: Not Reported, Selectivity vs Li+: 3168 ± 218",,,,,,,,
HKUST-1,zirconium,No,"0.85 nm (BET), 8~9 Å (theoretical)",3D channels,MOF membrane,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1002-chem.202301163.json,"500 ppm concentration, 20°C, pH of the solution itself, 1 V applied voltage",Not Applicable,"Ion current at 1 V: 15.4 nA, Ion flux: 0.02 mol h^-1 m^-2, Selectivity vs Li+: 3930 ± 373",,,,,,,,
HKUST-1,mercury(II) ions,Yes,Not Reported,3D network,MOFs,Not Reported,Not Reported,Coordination binding,10.1002-open.202400428.json,Aqueous solutions,Not Applicable,Modified with dithioglycol for selective adsorption.,,,,,,,,
HKUST-1,benzaldehydes,Conditional (see Additional Info),Not Reported,3D network,MOFs,Not Reported,Not Reported,Size exclusion,10.1002-open.202400428.json,Knoevenagel condensation,Not Applicable,Exhibited size-selective behavior during reaction with malononitrile using [imidazolium]@HKUST-1.,,,,,,,,
HKUST-1,pyridine,Yes,0.9 nm,3D cages,MOF composite,Size exclusion at sub-nanometer scale,0.6 nm,Size exclusion,10.1016-j.chroma.2015.07.120_1747624731785174_qin2015.json,"MeOH mobile phase, 0.3 mL min-1 flow rate, room temperature",Not Applicable,"Retention time ~10 minutes, strong interaction with Cu-ions",,,,,,,,
HKUST-1,"4,4�?bipyridine",No,0.9 nm,3D cages,MOF composite,Size exclusion at sub-nanometer scale,1.1 nm,Size exclusion,10.1016-j.chroma.2015.07.120_1747624731785174_qin2015.json,"MeOH mobile phase, 0.3 mL min-1 flow rate, room temperature",Not Applicable,"Elutes immediately without interaction, behaves as large tracer molecule excluded from pores",,,,,,,,
HKUST-1,2-chloroaniline,Yes,0.9 nm,3D cages,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion and polarity effects,10.1016-j.chroma.2015.07.120_1747624731785174_qin2015.json,"MeOH or ACN mobile phase, 0.3 mL min-1 flow rate, room temperature",Not Applicable,"Elutes first in MeOH, elution order changes in ACN due to hydrophobicity",,,,,,,,
HKUST-1,3-chloroaniline,Yes,0.9 nm,3D cages,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion and polarity effects,10.1016-j.chroma.2015.07.120_1747624731785174_qin2015.json,"MeOH or ACN mobile phase, 0.3 mL min-1 flow rate, room temperature",Not Applicable,"Elutes second in MeOH, elution order changes in ACN due to hydrophobicity",,,,,,,,
HKUST-1,4-chloroaniline,Yes,0.9 nm,3D cages,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion and polarity effects,10.1016-j.chroma.2015.07.120_1747624731785174_qin2015.json,"MeOH or ACN mobile phase, 0.3 mL min-1 flow rate, room temperature",Not Applicable,"Elutes last in MeOH, elution order changes in ACN due to hydrophobicity",,,,,,,,
HKUST-1,rhodamine B,No,"5.7 Å, 9.1 Å",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,10.10 Å,Size exclusion,10.1016-j.desal.2023.117123.json,"Room temperature, 6 bar",Not Applicable,Rejection rate increased from 47% in GOM to 96% in GHM.,,,,,,,,
HKUST-1,crystal violet,No,"5.7 Å, 9.1 Å",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,10.18 Å,Size exclusion,10.1016-j.desal.2023.117123.json,"Room temperature, 6 bar",Not Applicable,Rejection rate reached 97% in GHM.,,,,,,,,
HKUST-1,trypan blue,No,"5.7 Å, 9.1 Å",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,12.80 Å,Size exclusion,10.1016-j.desal.2023.117123.json,"Room temperature, 6 bar",Not Applicable,Rejection rate reached 99% in GHM.,,,,,,,,
HKUST-1,methylene blue,Yes,"5.7 Å, 9.1 Å",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,6.74 Å,Size exclusion with adsorption,10.1016-j.desal.2023.117123.json,"Room temperature, 6 bar",Not Applicable,Rejection rate decreased from 75% in GOM to 59% in GHM due to reduced adsorption and enlarged pore size.,,,,,,,,
HKUST-1,sodium chloride,Yes,"5.7 Å, 9.1 Å",Not Reported,MOF composite,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion,10.1016-j.desal.2023.117123.json,"Room temperature, 6 bar",Not Applicable,Rejection rate remained below 7.2% in GHM.,,,,,,,,
HKUST-1,salicylaldehyde,Yes,7 Å,3D system of pores,MOFs,Size exclusion at sub-nanometer scale,0.54 nm (approximate kinetic radius),Size exclusion at sub-nanometer scale,10.1016-j.ica.2014.11.018_1747626367658586_sotnik2015.json,"373 K, adsorption from toluene solution",Not Applicable,Sorption capacity: 2.1 moles per Cu2 unit,,,,,,,,
HKUST-1,9-anthracenecarbaldehyde,No,7 Å,3D system of pores,MOFs,Size exclusion at sub-nanometer scale,Not Reported,Size exclusion at sub-nanometer scale,10.1016-j.ica.2014.11.018_1747626367658586_sotnik2015.json,"373 K, adsorption from toluene solution",Not Applicable,Negligible sorption observed,,,,,,,,
HKUST-1,nitromethane,Yes,7 Å,3D system of pores,MOFs,Size exclusion at sub-nanometer scale,0.33 nm (approximate kinetic radius),Size exclusion at sub-nanometer scale,10.1016-j.ica.2014.11.018_1747626367658586_sotnik2015.json,"293 K, adsorption from gaseous phase",Not Applicable,Sorption capacity: 4.2 moles per Cu2 unit,,,,,,,,
